LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSf1,BsmtFinSf2,TotalBsmtSf,FirstFlrSf,SecondFlrSf,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSf,OpenPorchSf,EnclosedPorch,ThreeSsnPorch,ScreenPorch,SalePrice
10400,6,5,1979,1999,903,0,1259,1353,0,1353,1,0,2,0,2,1,5,1,2,478,240,141,0,0,0,192350
8780,5,5,1985,1985,625,0,833,833,0,833,1,0,1,0,3,1,5,0,0,0,0,0,0,0,0,112000
11049,8,5,2007,2007,0,0,1234,1234,0,1234,0,0,2,0,3,1,7,0,2,484,0,30,0,0,0,179900
11100,5,6,1951,1994,1080,0,1080,1080,400,1480,1,0,1,0,4,1,7,1,1,253,0,0,68,0,0,136500
26142,5,7,1962,1962,593,0,1188,1188,0,1188,0,0,1,0,3,1,6,0,1,312,261,39,0,0,0,157900
3203,7,5,2006,2006,16,0,1145,1145,0,1145,0,0,2,0,2,1,6,0,2,437,100,116,0,0,0,160000
10140,7,6,1967,1967,553,68,1334,1334,0,1334,1,0,2,0,3,1,7,0,2,477,0,20,35,0,264,164500
4671,8,5,1988,1989,767,0,1228,1228,0,1228,1,0,2,0,2,1,5,1,2,472,168,120,0,0,0,189000
7626,5,8,1952,2005,931,0,1031,1031,0,1031,1,0,1,0,2,1,5,0,1,230,0,0,0,0,0,145500
13052,5,6,1965,1965,712,0,1024,1024,0,1024,0,0,1,1,3,1,5,0,1,308,0,0,0,0,0,120875
7200,5,7,1951,2000,234,486,900,900,0,900,0,1,1,0,3,1,5,0,2,576,222,32,0,0,0,134800
3182,7,5,2007,2007,0,0,1266,1266,0,1266,0,0,2,0,2,1,6,1,2,388,100,16,0,0,0,159895
6240,8,5,2006,2007,846,0,1342,1342,0,1342,1,0,2,0,2,1,6,1,2,550,0,35,0,0,0,234250
2394,5,6,1973,1973,915,0,945,945,0,945,1,1,1,0,2,1,5,1,1,253,174,0,56,0,108,119500
9605,7,6,2007,2007,0,0,1218,1218,0,1218,0,0,1,1,3,1,6,0,2,576,0,178,0,0,0,159000
10425,5,5,1956,1958,774,0,1104,1104,0,1104,1,0,1,0,3,1,5,0,1,384,0,0,0,0,0,133000
8250,5,7,1935,1950,0,0,0,1032,0,1032,0,0,1,0,2,1,6,1,1,260,0,0,121,0,0,125000
8098,6,5,2000,2000,1136,116,1381,1403,0,1403,1,0,2,0,2,1,5,0,2,470,0,173,0,0,0,202000
12150,6,6,1979,1979,1001,0,1001,1299,0,1299,1,0,2,0,2,1,5,1,2,486,84,0,222,0,0,183500
6292,6,5,1930,1950,384,0,768,790,0,790,0,0,1,0,2,1,4,0,1,160,0,141,0,0,0,91000
7340,4,6,1971,1971,322,0,858,858,0,858,0,0,1,0,2,1,4,0,1,684,0,0,0,0,0,110000
7150,5,5,1967,1967,432,0,892,892,0,892,0,0,1,0,3,1,5,0,1,288,0,0,0,0,0,100000
9098,4,7,1920,2002,348,0,528,605,0,605,1,0,1,0,2,1,5,0,0,0,0,0,144,0,0,86000
5500,4,6,1956,1956,0,0,882,882,0,882,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,103200
6000,6,7,1926,2004,0,0,884,904,0,904,0,0,1,0,2,1,4,0,1,180,0,0,105,0,0,119000
8250,5,5,1968,1968,250,492,952,1211,0,1211,0,0,1,0,3,1,5,1,1,322,0,63,0,0,0,134000
8400,5,5,1968,1968,1016,0,1052,1052,0,1052,1,0,1,1,3,1,5,0,1,288,356,0,0,0,0,138500
9920,5,6,1969,1969,523,0,971,971,0,971,0,0,1,1,3,1,5,1,1,300,0,0,0,0,0,128500
7360,7,5,2010,2010,24,0,1222,1222,0,1222,0,0,2,0,2,1,6,0,2,615,0,54,0,0,0,187000
8723,6,6,1969,1969,973,0,973,1082,0,1082,1,0,1,0,3,1,6,0,2,480,160,0,0,0,0,162500
10690,5,7,1920,1997,456,0,672,672,672,1344,0,0,1,0,3,1,6,0,1,468,0,128,218,0,0,147000
7848,7,6,1999,1999,0,0,384,774,656,1430,0,0,2,1,3,1,7,1,2,410,0,0,0,0,0,168000
4080,6,8,1935,1998,0,0,901,861,517,1378,0,0,1,0,3,1,6,0,1,162,54,0,40,0,0,128900
11646,6,5,2005,2006,0,0,704,704,718,1422,0,0,2,1,3,1,7,1,2,440,36,28,0,0,0,173000
10050,5,6,1966,1966,602,0,793,1280,0,1280,0,1,2,0,3,1,6,1,2,432,140,40,0,0,0,175000
8239,7,5,1986,1986,0,0,0,1295,0,1295,0,0,2,0,2,1,5,0,1,312,0,0,0,0,0,230000
6155,6,8,1920,1999,0,0,611,751,611,1362,0,0,2,0,3,1,6,0,2,502,0,0,84,0,0,128000
8280,6,5,1950,1950,0,0,932,932,0,932,0,0,1,0,2,1,4,1,1,306,0,0,214,0,0,124000
12936,6,6,1972,1972,593,0,723,735,660,1395,0,1,1,1,3,1,6,1,2,497,294,116,0,0,0,162000
9750,7,5,2004,2004,24,0,1445,1445,0,1445,0,0,2,0,3,1,6,0,2,470,0,35,0,0,0,186500
4928,6,6,1976,1976,958,0,958,958,0,958,0,0,2,0,2,1,5,0,2,440,0,60,0,0,0,143750
9320,4,5,1959,1959,569,0,950,1225,0,1225,1,0,1,1,3,1,6,0,0,0,352,0,0,0,0,128950
9434,7,5,2004,2005,0,0,384,744,630,1374,0,0,2,1,3,1,6,1,2,400,100,0,0,0,0,170000
5500,7,5,2004,2004,510,373,1073,1073,0,1073,1,0,2,0,2,1,4,0,1,246,0,120,0,0,0,157000
7590,6,5,1966,1966,512,0,660,660,688,1348,0,0,1,1,3,1,6,1,2,453,188,108,0,0,0,155000
10628,7,5,1970,1970,778,0,1277,1277,0,1277,1,0,1,0,2,1,5,1,2,526,0,0,0,0,176,167000
11900,6,5,1957,1957,1040,0,1392,1392,0,1392,1,0,1,1,3,1,6,2,2,458,0,0,0,0,192,166000
10659,5,6,1961,1961,915,0,1050,1050,0,1050,1,0,1,0,3,1,6,0,1,368,0,319,0,0,0,136500
7155,6,8,1926,1991,0,0,686,686,775,1461,0,0,1,0,3,1,6,1,1,225,0,0,116,0,0,135000
2280,6,5,1978,1978,311,0,855,855,601,1456,0,0,2,1,3,1,7,1,2,440,26,0,0,0,0,146000
2289,6,6,1978,1978,311,0,855,855,586,1441,0,0,2,1,3,1,7,1,2,440,28,0,0,0,0,148500
11200,5,3,1964,1964,0,0,1250,1298,0,1298,0,0,2,0,3,1,5,0,2,504,0,144,0,0,0,114000
8892,5,7,1953,1996,0,0,105,910,0,910,0,0,1,0,3,1,5,0,2,414,196,0,150,0,0,116000
9610,6,6,1958,1958,203,0,1121,1336,0,1336,0,0,1,1,3,1,7,1,2,488,80,0,0,0,0,162000
7392,5,7,1930,1995,0,0,520,912,0,912,0,0,1,0,2,1,5,0,1,360,0,90,0,0,0,99500
4420,8,5,1980,1980,728,0,728,788,0,788,1,0,1,0,1,1,3,1,2,484,133,42,0,0,0,155000
3950,6,8,1926,2004,468,0,818,818,406,1224,0,0,1,0,3,1,5,0,1,210,0,0,116,0,0,115000
7015,5,4,1950,1950,185,0,709,979,224,1203,1,0,1,0,3,1,5,1,1,352,0,0,248,0,0,110000
8520,6,8,1928,2003,0,0,624,720,0,720,0,0,1,0,2,1,5,0,2,484,106,0,0,0,0,105900
11200,5,5,1965,1965,906,0,1040,1040,0,1040,1,0,1,0,3,1,5,0,1,384,0,0,0,0,0,129500
4426,6,5,2004,2004,662,0,848,848,0,848,1,0,1,0,1,1,3,0,2,420,160,0,0,0,0,143000
4800,5,4,1940,1950,0,0,672,672,0,672,0,0,1,0,2,1,4,0,1,256,0,0,0,0,0,64000
11672,5,5,1925,1950,0,0,816,816,0,816,0,0,1,0,2,1,4,0,1,210,168,0,112,0,0,109000
10682,4,6,1960,1971,399,0,1014,1149,0,1149,1,0,1,0,3,1,7,0,1,544,0,240,0,0,0,127000
41600,5,5,1969,1990,1047,0,1100,1424,0,1424,1,0,1,1,3,1,7,0,3,828,144,0,0,0,0,155000
6305,5,7,1938,1950,0,0,920,954,0,954,0,0,1,0,2,1,5,1,1,240,0,0,0,0,0,119750
7436,4,7,1960,1960,734,0,894,894,0,894,1,0,1,0,2,1,5,1,2,396,0,0,0,360,0,141500
8000,5,5,1962,1962,520,319,1027,1027,0,1027,0,1,1,0,3,1,6,0,1,299,0,0,0,0,0,125900
13015,5,6,1996,1996,0,0,1100,1100,0,1100,0,0,1,1,3,1,5,0,2,462,0,0,0,0,0,145000
1491,4,6,1972,1972,150,480,630,630,0,630,1,0,1,0,1,1,3,0,0,0,96,24,0,0,0,75500
3869,5,6,1984,1984,283,755,1038,1038,0,1038,0,0,2,0,2,1,5,0,1,264,0,105,0,0,0,130000
10000,5,6,1961,1983,594,0,864,1144,0,1144,1,0,1,0,3,1,6,1,1,264,165,0,0,0,0,131400
5175,5,8,1958,2000,150,404,808,808,0,808,0,0,1,0,2,1,5,0,1,308,143,0,0,0,0,112000
6000,6,5,1939,1950,264,0,739,874,468,1342,0,0,2,0,2,2,7,1,1,240,0,0,0,0,0,105000
7200,5,7,1955,2007,0,0,0,827,0,827,0,0,1,0,2,1,5,1,1,392,0,0,0,0,0,107500
8872,6,5,1997,1997,0,0,384,754,630,1384,0,0,2,1,3,1,7,1,2,390,0,0,0,0,0,161500
3960,7,8,1930,1950,0,0,502,502,502,1004,0,0,1,0,2,1,5,1,1,200,280,0,68,0,0,105000
9125,7,5,1992,1992,0,0,384,812,670,1482,0,0,2,1,3,1,7,1,2,392,100,25,0,0,0,163900
8574,6,8,1916,2000,0,0,816,1232,0,1232,0,0,1,0,3,1,6,1,2,440,0,0,180,0,0,147500
6860,5,6,1956,1956,908,0,1008,1008,0,1008,1,0,1,0,3,1,6,0,1,308,0,0,0,0,0,131000
8450,7,5,2000,2001,0,0,1349,1349,0,1349,0,0,2,0,3,1,6,0,2,539,120,55,0,0,0,179000
12890,6,5,1989,1989,0,0,1495,1495,0,1495,0,0,2,0,3,1,8,1,2,438,252,0,192,0,0,150000
8400,5,6,1968,1968,744,0,833,898,0,898,1,0,1,0,3,1,6,0,1,326,143,0,0,0,0,140000
7200,5,5,1972,1972,777,0,894,894,0,894,0,0,1,0,2,1,6,0,2,600,215,0,0,0,0,123000
10042,6,8,1920,1995,144,278,660,740,125,865,1,0,1,0,2,1,4,1,1,216,0,0,84,0,0,108500
6451,7,7,1900,1970,208,0,712,848,580,1428,1,0,1,0,4,1,7,0,2,576,264,0,84,0,0,139900
10452,6,5,1953,1953,500,0,1094,1094,0,1094,0,0,1,0,3,1,5,2,2,495,0,0,0,0,287,155000
6130,5,6,1924,1950,784,0,784,784,0,784,1,0,1,0,2,1,5,0,0,0,0,0,116,0,0,109500
3880,8,6,1978,1978,1052,0,1226,1226,0,1226,1,0,1,0,1,1,4,1,2,484,223,78,0,0,0,206000
1680,6,7,1972,1972,317,0,672,672,546,1218,0,1,1,1,3,1,7,0,1,264,0,28,0,0,0,118000
4017,7,5,2006,2007,0,0,625,625,625,1250,0,0,2,1,2,1,5,0,2,625,0,54,0,0,0,171900
8400,5,5,1955,1955,793,0,923,925,0,925,1,0,1,0,3,1,5,2,1,390,81,0,0,0,0,116900
7518,5,8,1910,2004,0,0,396,665,665,1330,0,0,1,0,3,1,7,0,1,390,0,72,45,0,0,116500
9842,4,5,1962,1962,0,0,0,1224,0,1224,0,0,2,0,2,2,6,0,2,462,0,0,0,0,0,101800
8918,6,5,2005,2006,0,0,745,745,745,1490,0,0,2,1,3,1,7,1,2,392,36,20,0,0,0,167800
7180,5,7,1972,1972,390,0,864,864,0,864,0,0,1,0,3,1,5,0,1,352,0,0,0,0,0,127000
3182,7,5,2005,2006,16,0,1220,1220,0,1220,0,0,2,0,2,1,5,1,2,397,100,16,0,0,0,180000
9750,6,6,1958,1958,608,0,1442,1442,0,1442,0,0,1,1,4,1,7,0,1,301,0,0,275,0,0,157900
2665,5,6,1977,1977,0,0,264,616,688,1304,0,0,1,1,3,1,5,1,1,336,141,0,0,0,0,104500
9525,5,7,1954,1998,954,0,1172,1172,0,1172,1,0,1,0,3,1,5,0,1,366,240,0,0,0,0,128000
9060,5,6,1957,2006,0,0,0,1340,0,1340,0,0,1,0,3,1,7,1,1,252,116,0,0,180,0,120000
1680,5,5,1972,1972,350,0,630,630,672,1302,0,0,2,1,3,1,6,0,1,264,0,0,0,0,0,111750
10152,5,5,1956,1956,586,0,1048,1048,0,1048,1,0,1,0,3,1,6,0,1,286,0,20,0,0,192,135000
12243,5,6,1971,1971,998,0,1484,1484,0,1484,0,0,2,0,3,1,7,1,2,487,224,0,0,0,180,175000
8773,6,5,2002,2002,951,0,1487,1419,0,1419,1,0,2,0,2,1,4,0,2,543,196,68,0,0,0,190000
5150,4,7,1910,2000,0,0,356,671,378,1049,0,0,1,0,2,1,5,0,1,195,0,0,0,0,0,80900
16300,5,4,1977,1977,60,417,876,907,0,907,1,0,1,0,3,1,5,0,1,308,0,0,0,0,0,130000
1890,4,6,1972,1972,294,0,546,546,546,1092,0,0,1,1,3,1,5,0,1,286,0,0,64,0,0,85500
15564,6,6,1914,1995,0,0,676,676,588,1264,0,0,1,0,3,1,6,0,2,400,424,0,0,0,0,147500
7175,6,5,1990,1991,904,0,1398,1398,0,1398,1,0,2,0,2,1,5,0,2,542,0,46,0,0,0,172000
4130,3,6,1935,2003,0,0,270,729,0,729,0,0,1,0,2,1,5,0,0,0,0,0,0,0,0,52000
6000,5,4,1954,1954,0,0,811,811,576,1387,0,0,2,0,3,2,7,0,1,256,0,0,0,0,0,93000
13350,5,5,1974,1974,762,0,864,894,0,894,1,0,1,0,3,1,5,1,2,440,241,0,0,0,0,142500
9000,6,6,1958,1958,0,0,160,1142,0,1142,0,0,1,0,2,1,5,1,1,384,0,28,64,0,0,113500
2529,7,6,1977,1977,378,0,1055,1055,0,1055,0,0,2,0,2,1,4,0,2,440,0,38,0,0,0,148500
7244,5,7,1970,1970,619,0,768,768,0,768,1,0,1,0,2,1,5,0,2,624,104,0,0,0,0,129500
14267,6,6,1958,1958,923,0,1329,1329,0,1329,0,0,1,1,3,1,6,0,1,312,393,36,0,0,0,172000
10800,5,8,1936,1989,626,0,796,1096,370,1466,0,1,2,0,3,1,7,1,2,566,436,21,0,0,0,170000
8638,5,6,1963,1963,181,0,925,925,0,925,1,0,1,0,2,1,5,0,2,484,203,74,0,0,0,133500
8246,5,8,1968,2001,188,668,1060,1060,0,1060,1,0,1,0,3,1,6,1,1,270,406,90,0,0,0,154000
15957,6,6,1977,1977,1148,0,1244,1356,0,1356,2,0,2,0,3,1,6,1,2,528,1424,0,0,0,0,188000
7560,5,5,1959,1959,369,0,1040,1040,0,1040,0,0,1,0,3,1,6,0,1,286,140,0,252,0,0,133700
1300,6,6,1980,1980,285,0,561,561,668,1229,0,0,1,1,2,1,5,1,2,462,150,0,0,0,0,124000
3903,6,5,2005,2006,1030,0,1302,1302,0,1302,1,0,1,1,1,1,5,1,2,631,110,50,0,0,0,200000
7892,6,5,1993,1993,300,0,1199,1199,0,1199,0,0,2,0,2,1,5,0,2,530,0,63,0,0,0,153900
9520,4,5,1953,1953,767,0,911,930,0,930,0,0,1,0,2,1,5,0,1,286,134,0,0,0,0,99000
15660,5,8,1910,2003,0,0,240,810,496,1306,0,0,1,1,3,1,6,0,2,472,0,0,0,0,0,130000
7207,5,7,1958,2008,696,0,858,858,0,858,1,0,1,0,2,1,4,0,0,0,117,0,0,0,0,116500
11700,6,6,1968,1968,404,0,708,708,708,1416,0,0,2,1,3,1,7,1,2,776,0,169,0,0,119,179900
10751,5,5,1974,1974,787,0,1037,1037,0,1037,1,0,1,0,2,1,5,0,2,431,136,47,0,0,0,129000
2364,6,5,1978,1978,279,0,855,855,601,1456,0,0,2,1,3,1,6,1,2,440,147,0,0,0,0,138000
5707,6,6,1935,1950,0,0,583,647,595,1242,0,0,1,1,3,1,6,1,1,180,329,96,0,0,0,105000
7200,5,7,1954,1954,0,0,825,825,0,825,0,1,1,0,2,1,4,0,1,350,0,0,0,0,0,109500
6120,5,6,1926,1950,351,0,756,903,378,1281,1,0,1,0,2,1,6,0,2,379,25,0,0,0,0,132500
4235,5,5,1984,1984,552,393,1049,1049,0,1049,1,0,2,0,2,1,5,0,1,266,0,105,0,0,0,139500
9156,6,7,1968,1968,0,0,1489,1489,0,1489,0,0,2,0,3,1,7,1,2,462,0,0,0,0,0,185750
10950,5,7,1952,1952,339,0,864,1064,0,1064,0,1,1,0,2,1,4,0,1,318,0,0,0,0,0,135000
8556,7,5,2006,2006,0,0,1240,1240,0,1240,0,0,2,0,2,1,5,0,3,826,140,93,0,0,0,194000
3180,7,5,2005,2005,0,0,600,520,600,1200,0,0,2,1,2,1,4,0,2,480,0,166,0,0,0,151000
9600,5,8,1950,2006,32,308,572,1337,0,1337,1,0,1,0,3,1,7,1,1,264,0,192,0,0,0,141500
9600,5,7,1967,1967,602,402,1141,1141,0,1141,1,0,1,0,3,1,6,0,1,568,0,78,0,0,0,158000
8500,4,4,1920,1950,0,0,649,649,668,1317,0,0,1,0,3,1,6,0,1,250,0,54,172,0,0,40000
4740,8,5,1988,1988,248,0,1166,1179,0,1179,1,0,2,0,2,1,5,0,2,480,0,108,0,0,135,182000
10836,5,5,1922,1950,0,0,892,1254,182,1436,0,1,1,0,3,1,7,1,4,1488,0,0,100,0,0,139000
8281,5,5,1965,1965,553,311,864,864,0,864,0,0,1,0,3,1,5,1,1,360,0,0,236,0,0,62383
3196,8,5,2003,2003,0,0,1273,1456,0,1456,0,0,2,0,2,1,7,1,2,400,143,20,0,0,0,215000
7689,5,8,1972,1972,720,76,796,796,0,796,0,1,1,0,2,1,4,0,1,336,138,0,0,0,0,131900
5500,5,7,1929,2001,234,692,926,926,0,1316,1,0,1,0,3,1,6,0,2,484,0,0,0,0,0,130000
9100,7,5,2001,2001,0,0,1212,1212,0,1212,0,0,2,0,3,1,6,0,2,573,356,0,0,0,0,178000
5900,4,7,1923,1958,0,0,440,869,0,869,0,0,1,0,2,1,4,0,0,0,0,0,0,0,0,85500
1596,4,6,1973,1973,437,0,462,526,462,988,1,0,1,0,1,1,4,1,1,297,0,101,0,120,0,94900
3675,6,5,2005,2005,467,0,547,1072,0,1072,1,0,1,0,2,1,5,0,2,525,0,44,0,0,0,140000
9627,7,5,2007,2007,24,0,1351,1361,0,1361,0,0,2,0,3,1,6,0,2,610,0,50,0,0,0,193000
8760,5,7,1956,1956,856,0,1169,1144,0,1144,1,0,1,0,3,1,6,0,1,286,257,0,0,0,0,150000
9382,7,5,1999,2000,0,0,1468,1479,0,1479,0,0,2,0,3,1,6,0,2,577,120,25,0,0,0,191000
5330,4,7,1940,1950,280,0,420,708,0,708,0,0,1,0,2,1,5,0,0,0,164,0,0,0,0,82500
9587,7,5,2005,2005,655,0,856,1166,0,1166,1,0,2,0,2,1,5,0,2,400,212,0,0,0,0,190000
10800,4,6,1927,2007,0,0,656,968,0,968,0,0,2,0,4,1,5,0,1,216,0,0,0,0,0,64500
6442,8,5,2006,2006,24,0,1370,1370,0,1370,0,0,2,0,2,1,6,1,2,484,120,49,0,0,0,202500
10800,4,7,1949,1996,0,0,832,832,629,1461,0,0,2,0,4,1,6,0,1,384,0,204,0,0,0,133500
12887,5,7,1984,1984,207,590,833,833,0,833,1,0,1,0,2,1,5,0,2,495,431,0,0,0,0,149900
10434,4,5,1955,1955,0,0,1005,1005,0,1005,0,0,1,0,2,1,5,1,2,672,0,0,0,0,0,115000
9350,5,6,1964,1964,360,0,720,720,720,1440,0,0,1,1,4,1,7,1,2,480,0,32,240,0,0,157500
6285,6,6,1976,1976,504,0,960,1044,0,1044,1,0,1,0,3,1,7,1,2,528,228,0,0,0,0,133500
10880,5,5,1950,1950,1040,0,1164,1164,0,1164,1,0,1,0,3,1,5,0,1,240,0,48,0,0,0,125000
19508,6,5,1974,1974,800,0,1430,1430,0,1430,0,1,2,0,3,1,6,2,2,484,117,108,165,0,0,192000
10368,6,6,1964,1964,260,748,1008,1488,0,1488,1,0,1,1,3,1,7,1,2,430,154,60,0,0,0,167000
3672,5,7,1922,1950,0,0,816,816,0,816,0,0,1,0,2,1,5,0,1,100,0,0,96,0,0,75200
10320,6,7,1915,1965,276,262,698,754,649,1403,1,0,1,1,3,1,7,0,1,308,0,0,288,0,0,116000
12929,6,6,1960,1993,697,0,1081,1081,0,1081,1,0,1,0,3,1,5,0,1,401,36,82,0,0,0,148000
25339,5,7,1918,2007,0,0,816,1416,0,1416,0,0,2,0,3,1,7,0,2,576,0,0,112,0,0,112000
8965,7,5,2003,2003,652,0,782,806,683,1489,1,0,2,1,3,1,8,1,2,400,0,75,0,0,0,192000
11767,4,7,1910,2000,0,0,560,796,550,1346,0,0,1,1,2,1,6,0,1,384,168,24,0,0,0,112000
1504,4,4,1972,1972,252,0,546,546,546,1092,0,0,1,1,3,1,5,0,1,253,0,0,0,0,0,85500
6710,6,5,1996,1997,16,904,920,936,0,936,2,0,0,1,0,1,3,0,2,460,0,40,0,0,0,140000
10000,5,6,1956,1956,678,281,1058,1370,0,1370,1,0,1,0,3,1,6,1,1,300,191,0,0,0,120,148000
6240,5,8,1939,1952,48,0,672,899,423,1322,1,0,1,0,4,1,7,0,1,280,0,0,0,0,0,132000
7800,5,7,1966,2008,240,474,864,892,0,892,1,0,1,0,3,1,5,0,1,416,0,0,0,0,0,137900
8846,5,5,1996,1996,298,0,870,914,0,914,0,0,1,0,2,1,5,0,2,576,0,0,0,0,0,148000
7740,4,7,1910,1950,0,0,622,741,622,1363,0,0,1,0,3,1,6,0,2,528,0,0,0,0,168,125500
13068,6,5,1976,1976,890,48,1211,1211,0,1211,1,0,2,0,3,1,6,1,2,461,0,0,0,174,0,161000
6000,5,7,1924,2003,0,0,949,949,0,949,0,0,1,0,2,1,5,1,2,370,0,0,48,0,0,119000
8500,7,5,2004,2004,0,0,1422,1422,0,1422,0,0,2,0,3,1,7,0,2,626,192,60,0,0,0,179600
5395,8,5,1993,1993,733,0,1337,1337,0,1337,1,0,2,0,2,1,5,1,2,462,96,0,70,168,0,180000
8400,4,4,1950,1950,0,0,721,841,0,841,0,0,1,0,2,1,4,0,1,294,250,0,24,0,0,82000
9900,5,4,1915,1950,1026,0,1212,1212,180,1392,1,0,1,0,3,1,6,0,0,0,0,0,168,0,0,100000
11235,5,5,1963,1963,925,0,925,999,0,999,1,0,1,0,3,1,6,0,1,308,40,176,0,0,0,130000
7200,5,7,1950,1950,534,96,876,988,0,988,0,0,1,0,3,1,6,0,1,276,0,80,0,0,0,119000
7943,4,5,1961,1961,903,0,1029,1029,0,1029,1,0,1,0,3,1,5,0,1,261,64,0,39,0,0,118500
12048,5,6,1952,2002,0,0,0,1488,0,1488,0,0,1,0,3,1,7,1,2,569,0,189,36,0,348,135000
10800,5,7,1920,1950,0,0,720,846,0,846,0,0,1,0,2,1,4,0,2,576,0,0,0,0,0,106000
7420,5,6,1939,1950,851,0,991,1077,0,1077,1,0,1,0,2,2,5,2,1,205,0,4,0,0,0,118000
13811,6,6,1987,1987,980,40,1112,1137,0,1137,1,0,2,0,2,1,5,1,2,551,125,0,0,0,0,176000
21872,7,5,1996,1997,604,0,729,729,717,1446,0,1,2,1,3,1,6,1,2,406,264,22,0,0,0,175000
9750,5,5,1962,1962,68,884,980,980,0,980,1,0,1,0,3,1,5,0,2,400,0,28,0,0,0,110000
8450,5,6,1968,1968,162,270,882,909,0,909,0,0,1,0,3,1,5,0,1,294,0,155,0,0,0,116000
8020,5,6,1964,1964,644,0,912,912,0,912,0,0,1,0,3,1,6,0,0,0,0,0,0,0,0,124000
7008,4,8,1900,1998,0,0,448,448,272,720,0,0,1,0,1,1,5,0,1,280,0,0,70,0,0,86900
5362,5,6,1910,2003,0,0,661,661,589,1250,0,0,2,0,3,1,8,1,2,552,242,0,81,0,0,139000
7200,5,7,1950,1950,0,0,0,1040,0,1040,0,0,1,0,2,1,5,0,2,625,0,0,0,0,0,109500
6240,5,7,1936,1980,276,0,528,548,492,1040,0,0,1,0,2,1,5,0,2,624,306,0,32,0,0,123900
6000,6,7,1948,1950,300,0,780,780,636,1416,0,0,1,1,3,1,6,0,1,312,221,0,48,0,0,139900
9920,5,5,1954,1954,354,290,1056,1063,0,1063,1,0,1,0,3,1,6,0,1,280,0,0,164,0,0,128000
6760,5,5,1962,1962,734,0,896,936,0,936,1,0,1,0,3,1,6,1,1,288,24,90,160,0,0,130000
12968,5,6,1962,1962,737,0,912,912,0,912,1,0,1,0,2,1,4,0,1,352,140,0,0,0,176,144000
4379,8,5,2004,2004,851,0,1378,1378,0,1378,1,0,2,0,2,1,6,1,2,540,160,56,0,0,0,214000
4217,6,5,2008,2008,962,0,1145,1256,0,1256,1,0,1,1,1,1,5,1,2,641,0,169,0,0,0,195000
5000,6,7,1926,1950,0,0,992,1013,0,1013,0,0,1,0,3,1,6,0,1,160,0,0,101,0,0,113000
11717,6,6,1970,1970,0,0,1442,1442,0,1442,0,0,2,0,2,1,6,1,2,615,371,0,0,0,0,185000
7420,5,5,1962,1962,417,0,1057,1057,0,1057,0,0,1,0,3,1,6,0,2,576,0,0,0,0,0,132000
5890,6,8,1930,2007,538,0,816,816,0,816,0,0,1,0,2,1,5,0,1,432,0,0,96,0,0,120500
10800,6,5,1963,1963,617,264,1052,1052,0,1052,1,0,1,0,3,1,6,0,1,311,0,133,0,0,0,127000
8088,2,3,1922,1955,0,0,498,498,0,498,0,0,1,0,1,1,3,0,1,216,0,0,100,0,0,35000
7000,5,5,1962,1962,953,0,1025,1025,0,1025,1,0,1,0,3,1,6,0,0,0,96,80,0,0,0,124000
7175,6,5,1991,1991,278,0,1217,1217,0,1217,0,0,2,0,2,1,5,0,2,484,0,64,0,0,0,151000
8640,7,5,2008,2008,0,0,1402,1402,0,1402,0,0,2,0,3,1,7,0,2,625,205,126,0,0,0,229800
8760,6,7,1957,1999,873,0,936,936,0,936,1,0,1,0,2,1,4,0,1,315,0,0,0,219,0,141000
7945,5,6,1959,1959,179,506,1150,1150,0,1150,1,0,1,0,3,1,6,0,1,300,0,0,0,0,0,141000
6289,6,5,2005,2006,762,0,1362,1362,0,1362,1,0,2,0,2,1,6,1,2,460,192,28,0,0,0,207000
10825,7,7,1983,1983,747,0,1260,1260,0,1260,1,0,2,0,3,1,6,0,2,598,152,0,0,0,0,181900
7875,7,5,1995,1996,0,0,1237,1253,0,1253,0,0,2,0,3,1,6,1,2,402,220,21,0,0,0,176000
13600,5,6,1955,1955,144,912,1056,1056,0,1056,1,0,1,1,3,1,6,0,1,300,0,0,0,0,0,125000
12198,5,6,1955,1975,780,0,1204,1411,0,1411,0,0,1,0,3,1,7,1,1,310,278,82,0,0,0,130000
