"Name","position","college","jersey_number","birthday","age","coll_class","height","weight","hs_loc","hs_name","HS_recruitment","background_info","strengths","stats","GP","GS","pass_comp","pass_att","comp_pct","pass_yds","pass_td","qb_int","rush_att","rush_yds","rush_ypc","rush_TD","rec","rec_yds","rec_ypc","rec_TD","tackles","tfl","sacks","forced_fumbles","passes_defended","def_int","arm_length","hand_size","wingspan","forty_dash","twenty_shuttle","ten_split","vert_jump","broad_jump","short_shuttle","three_cone","bench","season","draft_year","draft_team","draft_round","draft_ovr","pfr_id"
"JAHLANI TAVAI","LB","Hawaii",31,"9/28/1996","22.59","rSR",74.375,250,"Inglewood, Calif.","Mira Costa",2,"A two-star athlete recruit out of high school, Jahlani Tavai lettered in football, volleyball and track in high school and was also named to the U.S. National U-18 rugby team. As a nose guard and tight end, he led Mira Costa to an undefeated 2014 season and State Championship, finishing with 67 tackles on defense and 20 catches and two scores on offense. Tavai went overlooked as a recruit and ranked as the No. 326 player in the state of California, receiving interest from USC as a tight end, but his recruitment was lost in the coaching change. He signed with Hawaii (his lone FBS-level offer) as a linebacker and moved in with family on the islands, which helped his transition to the new culture. Tavai has several brothers who played college football, including his older brother (J.R.) who starred at USC before spending time with the Tennessee Titans. Tavai didn’t participate in the 2019 Senior Bowl because of his shoulder injury.","Outstanding size and length for the position…physical, knockback tackler…uses his long arms to corral tacklers when not squared…flashes violence in his hands to strike, shed and find the football…above-average chase skills, accelerating and closing the gap…fills with pop and low pad level, not giving ground…quick to key and diagnose, making plays in the backfield (41.0 career tackles for loss)…flashes bend and an active chop/rip moves as a blitzer…moves clean in coverage, flipping his hips and staying balanced in reverse…developed his leadership skills as a senior (flew back to Hawaii after his surgery to rejoin and support his teammates for the final few games of 2018).","YEAR (GP/GS) TKLS       TFL     SACK    FF      PD     INT    NOTES 2014: Redshirted 2015: (13/11) 56        5.0     3.0     0       0      0      SLB 2016: (14/14) 129       19.5    7.0     2       3      1      MLB; First Team All-MWC 2017: (12/12) 124       11.0    5.5     0       2      1      MLB; Second Team All-MWC 2018: (8/8)     82      5.5     2.0     1       2      0      MLB; All-MWC Honorable Mention Total: (47/45) 391      41.0    17.5    3       7      2              HT      WT ARM             HAND          WING     40-YD 20-YD 10-YD       VJ        BJ        SS     3C      BP COMBINE     6023 250 31 7/8            09            78       -     -     -           -         -         -      -       -     (no workout – shoulder) PRO DAY     N/A (limited workout)  ",8,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,5.5,2,1,2,0,31.875,9,78,.,.,.,.,.,.,.,.,2019,2019,"Detroit Lions",2,43,"TavaJa00"
"GERMAINE PRATT","LB","NC State",3,"5/21/1996","22.94","rSR",74.5,240,"High Point, N.C.","Central",3,"A three-star safety recruit out of high school, Germaine Pratt was a four-year letterman at Central, starring on both sides of the ball. As a wide receiver, he posted 31 catches for 424 yards and three touchdowns as a senior, but he was better known as one of the top prep safeties in the state, finishing his career with 328 tackles and 12 interceptions. As a senior, Pratt collected 104 tackles and five interceptions, earning All-State honors. Pratt was considered the No. 29 safety recruit in the country and held offers from teams NC State, Notre Dame and Tennessee, choosing the Wolfpack. He played safety for two seasons before making the switch to linebacker during his redshirt year in 2016. Pratt accepted his invitation to the 2019 Senior Bowl.","NFL body thickness, adding nearly 50 pounds since high school…speed to play both sidelines, which is aided by a persistent motor…physical hands to fend off blockers, find the ballcarrier and flow…strong hands/wrists to finish tackles…times his blitzes well to affect the backfield action…comfortable sticking with backs and tight ends out of the backfield…looks to make passing targets uncomfortable in coverage…competes through the whistle and described as a “gym rat” by his coaches…vocal leader and team captain…graduated with a degree in parks, recreation and tourism management (May 2018)…strong senior campaign.","YEAR (GP/GS) TKLS       TFL     SACK    FF      PD     INT     NOTES 2014: (13/1)    32      0.0     0.0     0       3      0       FS 2015: (13/0)    30      1.5     0.0     3       2      1       FS 2016: Redshirted                                               Underwent shoulder surgery and moved to LB 2017: (13/0)    69      5.5     0.0     0       5      2       WLB 2018: (11/11) 105       10.5    6.0     2       3      0       WLB; First Team All-ACC; Led the ACC in tackles per game (9.5) Total: (50/12) 236      17.5    6.0     5       13     3              HT       WT       ARM      HAND          WING      40-YD 20-YD 10-YD         VJ        BJ       SS     3C      BP COMBINE     6024     240      31 5/8   09 1/8        75 3/8    4.57  2.65  1.60          32 1/2    09’08”   -      -       24   (no shuttle or 3-cone – choice) PRO DAY                                                        -     -     -             -         -        4.45   -       -    (stood on Combine runs, jumps, bench)  ",11,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,105,10.5,6,2,3,0,31.625,9.125,75.375,4.57,2.65,1.6,32.5,116,.,.,24,2019,2019,"Cincinnati Bengals",3,72,"PratGe00"
"TEVON CONEY","LB","Notre Dame",4,"6/10/1997","21.89","SR",72.875,234,"Palm Beach Gardens, Fla.","PB Gardens",4,"A four-star linebacker recruit out of high school, Te’von (tay-von) Coney started playing football at four years old and started his high school career at Dwyer before transferring to Palm Beach Gardens as a sophomore. He had a breakout junior year with 172 tackles (Second Team All-State honors) followed by 136 tackles, 12.0 tackles and two interceptions as a senior. Coney was ranked as a top-40 recruit in the state of Florida and surprised his family when he committed to Notre Dame over in-state programs like Florida or Miami. He accepted his invitation to the 2019 Senior Bowl.","Brawny frame with defined muscle tone…diagnoses the backfield action quickly to beat blockers to the spot…understands field leverage and won’t overrun his gap…calms his feet and drops his pads as a tackler…strong hands and long arms to wrap and finish…play anticipation helps mask average speed…no one will question his effort…high stamina player for all four quarters…graduated with his degree in philosophy (May 2018)…highly productive with back-to-back 100-plus tackle seasons.                                                                                          [157]","YEAR (GP/GS)     TKLS   TFL     SACK    FF      PD     INT     NOTES 2015: (12/0)     13     0.5     0.0     0       0      0 2016: (12/9)     62     1.5     0.0     0       0      0       MLB 2017: (13/7)     116    13.0    3.0     1       0      0       MLB 2018: (13/13)    123    9.5     4.0     0       5      1       MLB Total: (50/29)   314    24.5    7.0     1       5      1              HT       WT       ARM      HAND          WING      40-YD 20-YD 10-YD         VJ        BJ       SS     3C      BP COMBINE     6007     234      32 7/8   09 1/2        78 1/4    -     -     -             -         -        -      -       -    (no workout – choice) PRO DAY                                                        4.73  2.79  1.76          32 1/2    09’08”   4.45   7.33    16  ",13,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,123,9.5,4,0,5,1,32.875,9.5,78.25,.,.,.,.,.,.,.,.,2019,.,.,.,.,"ConeTe01"
"BLAKE CASHMAN","LB","Minnesota",36,"5/10/1996","22.97","SR",73.125,237,"Eden Prairie, Minn.","Eden Prairie",0,"A no-star safety recruit out of high school, Blake Cashman was a part of four-straight state championships at Eden Prairie, also starring on the team’s basketball team. After playing cornerback most of his prep career, he moved to strongside linebacker as a senior and posted 72 tackles and 6.0 tackles for loss, earning First Team All-State honors in 2014. At only 200 pounds, Cashman went overlooked by FBS programs and his best scholarship offers were from Division-II schools. He received preferred walk-on opportunities from Iowa State, Minnesota and North Dakota State, choosing to stay in-state and play for the Gophers. He moved from safety to linebacker during 2016 spring practices. Cashman’s father (Steve) played defensive back at St. Thomas University in the late 1980s (Blake strongly considered attending St. Thomas to play football and basketball). Cashman elected to skip his bowl game to focus on preparing for the NFL draft.","Better play speed than timed speed…gets a head start attacking plays due to his instincts…moves well laterally to mirror vs. the run…loose lower body to weave and avoid blocks…fearless gap filler…plays low and physical downhill, skimming blocks and finding cracks on the line of scrimmage (31.0 career tackles for loss ranks seventh-best in school history)…opens his hips and his speed doesn’t die in reverse, matching the speed of backs and tight ends in coverage…extensive special teams experience…former walk-on who earned a scholarship (April 2017) shortly after P.J. Fleck was hired as head coach…tough-minded grinder (Fleck: “I wish I had 130 Blake Cashmans”)…led team in tackles (104) as a senior and was the first Big Ten player to record 20-plus tackles in a four-quarter game since 2013 (Ryan Shazier).","YEAR (GP/GS)     TKLS   TFL    SACK    FF      PD   INT   NOTES 2015: (13/0)     4      0.5    0.0     0       0    0 2016: (13/0)     45     10.5   7.5     1       0    0 2017: (12/0)     30     5.0    2.0     0       2    0 2018: (12/11)    104    15.0   2.5     1       5    0     Third Team All-Big Ten; Team Captain Total: (50/11)   183    31.0   12.0    2       7    0              HT      WT ARM         HAND WING 40-YD 20-YD 10-YD                      VJ        BJ        SS     3C       BP COMBINE     6011 237 30 1/8 08 3/4 73 5/8 4.50                 2.63 1.57            37 1/2    10’04”    4.12   6.95     18 PRO DAY     N/A (stood on Combine numbers; positional drills only)  ",12,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,104,15,2.5,1,5,0,30.125,8.75,73.625,4.5,2.63,1.57,37.5,124,4.12,6.95,18,2019,2019,"New York Jets",5,157,"CashBl00"
"VOSEAN JOSEPH","LB","Florida",11,"12/15/1997","21.37","JR",73.5,230,"Miami, Fla.","Norland",3,"A three-star linebacker recruit out of high school, Vosean (voh-SHAWN) Joseph grew up in the Carol City neighborhood of Miami and attended high school at Norland, which produced numerous NFL players like Duke Johnson and Antonio Brown. He spent time at quarterback and punter, but his focus was at linebacker where he earned First Team All-State honors as a senior with 97 tackles and seven sacks, despite missing two games due to injury. Joseph was the No. 42 outside linebacker in the 2016 recruiting class and narrowed his college choice between Alabama and Florida, committing to the Gators on signing day. His father (Wesley) is from the Bahamas and his mother (Nattalene Vanreil-McDonald) is from Jamaica and competed on the country’s national field hockey team. Joseph decided to skip his senior season and enter the 2019 NFL Draft.","Quick reaction skills…fluid athleticism and redirection skills…shifty in space to elude blockers…knack for timing his blitz and getting skinny through gaps, making plays in the backfield…lacks ideal play strength, but has the unique ability to stay balanced through congestion while tracking the ballcarrier…natural feel for pursuit angles…fearless in run support and looks to tune up his target…fiery competitor and plays hungry.","YEAR (GP/GS)     TKLS   TFL    SACK    FF      PD   INT   NOTES 2016: (13/1)     13     1.0    0.0     0       1    0 2017: (11/10)    55     4.0    0.0     1       2    1 2018: (13/11)    93     9.0    4.0     0       5    0     Led team in tackles Total: (37/22)   161    14.0   4.0     1       8    1              HT       WT     ARM       HAND      WING      40-YD 20-YD 10-YD         VJ        BJ        SS     3C       BP COMBINE     6014     230    31 3/8    09 5/8    75 3/8    -     -     -             -         -         -      -        -     (no workout – left hamstring) PRO DAY                                                   -     -     -             28        08’10”    4.75   7.64     14    (no runs – left hamstring)                                                                                     [158]  ",13,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93,9,4,0,5,0,31.375,9.625,75.375,.,.,.,.,.,.,.,.,2019,2019,"Buffalo Bills",5,147,"JoseVo00"
"BOBBY OKEREKE","LB","Stanford",20,"7/29/1996","22.75","rSR",73.375,239,"Santa Ana, Calif.","Foothill",4,"A four-star linebacker recruit out of high school, Robert “Bobby” Okereke (oh-kuh-REE-kee) is a first-generation American as the son of Nigerian immigrants and didn’t start playing football until his freshman year of high school. He was a four-year letterman and quickly established himself as one of varsity’s top players, earning All-South Division honors three years straight. Okereke, who also played baseball and was the bass section leader in the choir, finished his prep career with 162 tackles and four interceptions. He was the No. 16 linebacker in the 2014 recruiting class and a top-20 player in the state of California, committing to Stanford (with a 4.4 high school GPA) over Cal, USC and several Ivy League programs. Okereke accepted his invitation to the 2019 Senior Bowl.","Twitchy athlete…unlocks his hips and instantly accelerates…closes with purpose, especially as a blitzer through gaps or off the edge…elite length for the position with arms that hang past his knees…creates stopping power as a tackler…processes things quickly, reading his keys and putting himself in position to make plays…projects well as a cover defender…competes with the desired intensity and toughness…senior captain with the character and preparation expected from an Eagle Scout…graduated with a degree in management (May 2018)…durable and finished his career with 40 straight starts.","YEAR (GP/GS) TKLS       TFL     SACK    FF      PD    INT      NOTES 2014: Redshirted 2015: (11/0)    7       0.0     0.0     0       1     0 2016: (13/13) 41        4.0     3.0     0       1     0 2017: (14/14) 96        7.5     4.0     1       2     1        All-Pac 12 Honorable Mention 2018: (13/13) 96        7.5     3.5     2       5     0        All-Pac 12 Honorable Mention Total: (51/40) 240      19.0    10.5    3       9     1              HT       WT       ARM      HAND         WING       40-YD 20-YD 10-YD       VJ         BJ       SS     3C     BP COMBINE     6013     239      34 1/2   10 1/8       82 5/8     4.58  2.67  1.61        33 1/2     10’02”   4.26   7.25   -    (no bench – pectoral) PRO DAY                                                        -     -     -           -          -        4.30   7.02   16   (stood on Combine runs and jumps)  ",13,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,96,7.5,3.5,2,5,0,34.5,10.125,82.625,4.58,2.67,1.61,33.5,122,4.26,7.25,.,2019,2019,"Indianapolis Colts",3,89,"OkerBo00"
"DRUE TRANQUILL","LB","Notre Dame",23,"8/15/1995","23.71","rSR",74,234,"Fort Wayne, Ind.","Carroll",4,"A four-star safety recruit out of high school, Drue Tranquill was a standout baseball and football player at Carroll, playing running back on offense and linebacker on defense. He finished his senior season with 75 tackles, 16.0 tackles for loss, 4.0 sacks and one interception, adding 1,420 rushing yards and 28 touchdowns on offense to earn All-State honors. Tranquill received recruiting attention in baseball as well with a .403 batting average, 16 RBI and 16 stolen bases in 2013. He chose to play football collegiately and was the No. 22 safety in the 2014 recruiting class, initially committing to Purdue before flipping to Notre Dame once the Irish offered prior to his senior year. Tranquill comes from an athletic family: his grandfather was an All-American football player at Samford; his younger brother (Justin) is a rising senior defensive back at Western Michigan. He married his wife (Jackie) in July 2018. Tranquill accepted his invitation to the 2019 Senior Bowl.","Owns an abundance of smarts and toughness…trusts what he sees and plays fast and confident…competes with plus timing and reaction quickness…flashes violence in his hands to strike then shed…sound, physical tackler, wrapping to finish…sharp angles in pursuit…intelligent zone player, undercutting routes and pouncing at the catch point…stays attached to tight ends on digs or down the seam…Academic All-American and graduated with a degree in mechanical engineering (May 2018) with a 3.73 GPA…experienced at three different positions the last three years…two-time team captain and “the model for what a football player is,” according to ND defensive coordinator Clark Lea.","YEAR (GP/GS)     TKLS   TFL     SACK    FF      PD    INT      NOTES 2014: (11/3)     33     1.0     0.5     0       1     1        SS 2015: (3/1)      9      2.5     0.0     0       2     0        SS; Received a medical redshirt 2016: (12/12)    79     2.0     0.0     0       3     1        SS 2017: (13/13)    85     10.5    1.5     1       4     1        Rover; Team Captain 2018: (13/12)    86     9.0     3.5     0       4     0        WLB; Team Captain; Wuerffel Trophy Total: (52/41)   292    25.0    5.5     1       14    3                                                                                       [159]              HT      WT ARM         HAND WING 40-YD 20-YD 10-YD                      VJ        BJ        SS     3C      BP COMBINE     6020 234 31 1/2 09 3/4 74 1/4 4.57                 2.65 1.59            37 1/2    10’02”    4.14   6.94    31 PRO DAY     N/A (stood on Combine numbers; positional drills only)  ",13,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,86,9,3.5,0,4,0,31.5,9.75,74.25,4.57,2.65,1.59,37.5,122,4.14,6.94,31,2019,2019,"Los Angeles Chargers",4,130,"TranDr00"
"BEN BURR-KIRVEN","LB","Washington",25,"9/8/1997","21.64","SR",72,230,"Menlo Park, Calif.","Sacred Heart",3,"A three-star linebacker recruit out of high school, Benjamin “Ben” Burr-Kirven was a standout in football (running back and linebacker) and track at Sacred Heart Prep, placing first in the 100-meters (11.22) and second in the 200-meters (22.65) at 2015 varsity trials. He moved from defensive end to linebacker as a junior and posted 204 tackles and four interceptions in 2013, leading the team to the Division III State Title. Despite missing the first month of the 2014 season with an Achilles Tendon injury from track, Burr-Kirven finished his senior year with 116 tackles, 1,086 rushing yards and 19 touchdowns, earning Division-III State Player of the Year honors. He was the No. 87 ranked recruit in the state of California and went overlooked by most of the in-state powers, committing to Washington over Arizona State, Boise State and Utah. Burr-Kirven accepted his invitation to the 2019 East-West Shrine Game, but later pulled out.","Strong key and diagnose skills…tracks the football well and it isn’t a coincidence that he is always in the vicinity…technically-form tackler…comes to balance on the move and squares up to stop ballcarriers cold…physical through the hole…sidesteps blockers without losing sight of the football…nice job reading passing concepts and following the vision of the quarterback…top academic performer, earning the 2018 Pac-12 football Scholar Athlete of the Year…graduated with a 3.69 GPA and a degree in cinema studies (December 2018)…non-stop hustler…elite tackle production as a senior, leading the FBS with 176 stops.","YEAR (GP/GS)     TKLS   TFL    SACK    FF    PD   INT    NOTES 2015: (12/0)     34     1.0    1.0     0     0    0 2016: (14/0)     44     1.0    0.0     0     2    1 2017: (13/8)     84     4.0    1.0     2     6    1      Second Team All-Pac 12 2018: (14/14)    176    5.5    2.0     4     8    2      First Team All-American; First Team All-Pac 12; Pat Tillman Pac-12 Defensive Player of the Year Total: (53/22)   338    11.5   4.0     6     16   4              HT      WT ARM         HAND WING 40-YD 20-YD 10-YD                      VJ        BJ        SS     3C      BP COMBINE     6000 230 31 7/8 08 7/8 74 3/8 4.56                 2.67 1.55            34 1/2    10’01”    4.09   6.85    21 PRO DAY     N/A (stood on Combine numbers; positional drills only)  ",14,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,176,5.5,2,4,8,2,31.875,8.875,74.375,4.56,2.67,1.55,34.5,121,4.09,6.85,21,2019,2019,"Seattle Seahawks",5,142,"BurrBe00"
"DAVID LONG JR","LB","West Virginia",11,"10/12/1996","22.55","rJR",71.25,227,"Cincinnati, Ohio","Winton Woods",3,"A three-star linebacker recruit out of high school, David Long Jr., who is one of 12 children, was a three-year starter at Winton Woods where he was teammates with former Kentucky safety Mike Edwards. Due to the long commute (Winton Woods is north of Cincinnati), he often lived with an assistant coach during the week. As a senior, he recorded 110 tackles, 16.0 tackles for loss and 3.0 sacks to earn All-State Honorable Mention honors. Ranked as a top-50 recruit in the state of Ohio, Long considered offers from Kentucky, Louisville and Cincinnati before choosing West Virginia. His father (David Sr.) is a former heavyweight boxer. Long elected to skip his senior season and enter the 2019 NFL Draft. As a redshirt junior graduate, he accepted his invitation to the 2019 Senior Bowl.","Athletic movements to mirror at the line of scrimmage…uses quickness and low pads to evade blockers and leverage gaps…sees through blockers and has decent vision for a shorter linebacker…closes with short-area burst downhill…highly physical and drives through his target…accounted for 40.0 career tackles for loss in 34 games, including a single-season school record 19.0 in 2018…fearless and teams will love his competitive spirit…graduated with his degree (Dec. 2018)…self- motivated at a young age and wants to be great (former WVU head coach Dana Holgorsen: “He’s our defensive leader and one of our team leaders and captains”).","YEAR (GP/GS) TKLS       TFL    SACK     FF     PD     INT    NOTES 2015: Redshirted 2016: (13/10) 65        4.5    2.0      1      0      0 2017: (9/9)     76      16.5   4.0      0      6      0 2018: (12/12) 111       19.0   8.0      1      4      0      Second Team All-American; Big 12 Defensive Player of the Year; First Team All-Big 12; Team Captain Total: (34/31) 252      40.0   14.0     2      10     0              HT      WT ARM          HAND WING 40-YD 20-YD 10-YD VJ                              BJ        SS     3C       BP COMBINE     5112 227 30 3/4 10                75 1/2 -           -         -           -        -         -      -        18    (no workout – right ankle) PRO DAY     N/A (no runs, jumps or shuttle due to right ankle; positional drills only)  ",12,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,111,19,8,1,4,0,30.75,10,75.5,.,.,.,.,.,.,.,18,.,.,.,.,.,.
"EMEKE EGBULE","LB","Houston",8,"10/13/1996","22.55","SR",74,245,"Galena Park, Texas","North Shore",2,"A two-star linebacker recruit out of high school, Chukuemeke “Emeke” (uh-Mek-EE) Egbule (Egg-Boo-Lay) played basketball and football at North Shore (just outside of Houston). He played both tight end and pass rusher in high school, earning 2014 First Team All-District on offense and setting a new school record with 13.5 sacks on defense. Egbule was considered the No. 343 recruit in the state of Texas and received only one FBS-level offer, committing to his hometown Houston.","Workable size and length with room to fill out…opens his hips and runs, showing plus speed in pursuit…accurate reaction to movement with range to the perimeter…quick first step as an edge rusher…gets skinny through gaps on stunts/loops…comes to balance downhill to face up his target…punishing in run support and flashes violence in his hands…looks comfortable dropping in coverage, transferring his weight smoothly…finds and disrupts passing lanes…has a pair of scoop-and-scores on his resume…durable and played in all 52 games the last four seasons.","YEAR (GP/GS)     TKLS   TFL    SACK     FF     PD     INT    NOTES 2015: (14/0)     11     1.0    1.0      0      0      0 2016: (13/5)     22     0.0    0.0      0      1      0 2017: (12/12)    62     6.5    2.0      0      0      0 2018: (13/13)    69     5.5    2.0      2      7      2 Total: (52/30)   164    13.0   5.0      2      8      2              HT       WT       ARM     HAND          WING     40-YD 20-YD 10-YD        VJ        BJ        SS     3C       BP COMBINE     6020     245      33      09 1/4        76 1/2   4.65  2.69  1.60         33        09’11”    4.38   7.38     20 PRO DAY                                                      -     -     -            -         -         4.40   7.09     -     (stood on Combine runs, jumps, bench)  ",13,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,5.5,2,2,7,2,33,9.25,76.5,4.65,2.69,1.6,33,119,4.38,7.38,20,2019,2019,"Los Angeles Chargers",6,200,"EgbuEm00"
"TERRILL HANKS","LB","New Mexico State",2,"12/7/1995","23.40","SR",74,242,"Miami, Fla.","Immaculata LaSalle",2,"A two-star linebacker recruit out of high school, Terrill Hanks was a three-year letterman at safety for Miami’s Immaculata LaSalle. As a senior, he posted 104 tackles, 2.0 sacks and two interceptions to earn All-District honors. Not ranked among the top-300 recruits in the state of Florida, Hanks flirted with a few SEC programs, but no offers materialized, and he committed to New Mexico State over Appalachian State. He moved to linebacker shortly after he joined the Aggies. Hanks’ older brother (Allen Edwards) played defensive end at Pittsburgh (2015-17). Hanks accepted his invitation to the 2019 Senior Bowl.","Body beautiful with a shredded physique…broad shoulders, long arms and huge wingspan…strong acceleration and play speed…magnet to the ball due to his backfield vision…fills quickly and powerful through gaps, loading up behind his pads to create stopping power at contact…transfers the momentum from his pursuit speed into his tackles…makes plays from the backside and as a blitzer (43.0 career tackles for loss)…obviously dedicates himself in the weight room…highly productive career, finishing with the fourth-most tackles (396) in school history…accounted for 14 turnovers in his career (eight interceptions, six forced fumbles).","YEAR (GP/GS)     TKLS   TFL    SACK    FF      PD   INT   NOTES 2015: (12/11)    81     6.5    1.0     1       4    3     Sun Belt Newcomer of the Year 2016: (12/11)    103    12.5   2.0     2       7    2 2017: (13/12)    111    15.0   7.0     2       8    2     All-Sun Belt Honorable Mention 2018: (9/9)      101    9.0    1.0     1       3    1 Total: (46/43)   396    43.0   11.0    6       22   8              HT       WT     ARM       HAND      WING      40-YD 20-YD 10-YD          VJ        BJ        SS     3C      BP COMBINE     6020     242    33 1/2    09 3/4    80 1/8    4.98  2.88  1.71           35 1/2    09’10”    -      -       21    (no shuttle or 3-cone – hamstring) PRO DAY                                                   -     -     -              -         -         4.52   7.14    -     (no runs or jumps – hamstring)  ",9,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,101,9,1,1,3,1,33.5,9.75,80.125,4.98,2.88,1.71,35.5,118,.,.,21,2019,.,.,.,.,"HankTe01"
"CAMERON SMITH","LB","USC",35,"3/26/1997","22.10","SR",74,238,"Roseville, Calif.","Granite Bay",4,"A four-star linebacker recruit out of high school, Cameron Smith was a three-sport standout at Granite Bay, playing baseball, football and wrestling. He became a starter as a sophomore and combined for 470 tackles and 11 interceptions over his final three prep seasons, including 196 tackles and a state championship in 2012. Smith earned First Team All-State and All-American honors as a senior and was a top-25 recruit in the state of California. He received an offer from almost every west coast program, committing to USC. Smith’s maternal grandfather (Bob Lakata) played college basketball at Duke and was part of the program’s first NCAA tournament team in 1955. He accepted his invitation to the 2019 Senior Bowl.","Instinctive hunter…fills with purpose, using his hands to scrape and shed…physical appetite comes natural to him…fundamentally-sound tackler, wrapping and putting his pads into the gut of his target…strong hands to wrestle to the ground when needed…reads the eyes of the quarterback, anticipates and disrupts passing lanes…productive resume, averaging 7.5 tackles per game over his career…intense practice player (USC assistant coach: “Dude only knows one speed”)…team captain and carries himself like a leader.","YEAR (GP/GS)     TKLS   TFL    SACK    FF      PD   INT   NOTES 2015: (10/9)     78     1.0    1.0     0       6    3     Freshman All-American; Pac-12 Defensive Freshman of the Year; Honorable Mention All-Pac 12 2016: (13/13)    83     7.0    1.0     1       4    0     Second Team All-Pac 12 2017: (14/13)    112    11.0   0.5     0       4    1     First Team All-Pac 12 2018: (10/9)     81     7.5    1.0     0       4    0     Second Team All-Pac 12; Team Captain Total: (47/44)   354    26.5   3.5     1       18   4              HT       WT     ARM       HAND      WING      40-YD 20-YD 10-YD          VJ        BJ        SS     3C      BP COMBINE     6020     238    32 3/8    10 3/8    77        4.69  2.72  1.61           39        10’03”    4.23   -       15    (no 3-cone – choice) PRO DAY                                                   -     -     -              -         -         4.23   7.12    -     (stood on Combine runs, jumps, bench)  ",10,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81,7.5,1,0,4,0,32.375,10.375,77,4.69,2.72,1.61,39,123,4.23,.,15,2019,2019,"Minnesota Vikings",5,162,"SmitCa01"
"TJ EDWARDS","LB","Wisconsin",53,"8/12/1996","22.72","rSR",72.375,230,"Lake Villa, Ill.","Lakes Community",2,"A two-star athlete recruit out of high school, T.J. Edwards was a three-sport letterman at Lakes Community, playing baseball, basketball and football. A two-year starter at quarterback, he went 17-3 as the starter his junior and senior years with over 2,500 yards passing and 46 total touchdowns (30 passing, 16 rushing). Edwards also saw snaps at safety in three games as a senior, recording 20 tackles, 2.0 sacks and one interception. He was the No. 65 recruit in the state of Illinois with some programs (Toledo) recruiting him at receiver and others on defense. Edwards initially committed to Western Michigan before flipping once Wisconsin offered late in the process. He was invited to the 2019 East-West Shrine Game, but declined to “focus on training.” Edwards also received a Senior Bowl invite the week before the event, but he declined that, saying it “definitely bothered” him that he didn’t receive an initial invite.","Physical downhill hunter and won’t back down from contact…confident decision-maker with a quick trigger…calms his feet as a tackler, dropping his pads and sizing up the ballcarrier…contorts his shoulders to get skinny and knife through gaps…aggressive hands to swipe away blocks…alert in zone coverage with above-average ball skills…holds the Wisconsin linebacker records for passes defended (25) and interceptions (10) in a career…senior captain…graduated with a degree in life sciences (December 2018)…durable four-year starter with outstanding production and chippy mentality.","YEAR (GP/GS) TKLS       TFL     SACK    FF      PD     INT    NOTES 2014: Redshirted 2015: (13/13) 84        6.5     0.0     1       4      0      Freshman All-American; Led team in tackles 2016: (13/12) 89        8.5     3.0     1       5      3      Honorable Mention All-Big Ten; Cotton Bowl Defensive MVP; Led team in tackles 2017: (14/14) 81        11.0    2.0     0       11     4      First Team All-American; First Team All-Big Ten 2018: (13/13) 113       11.5    3.0     0       5      3      Second Team All-American; Led team in tackles and interceptions; Team Captain Total: (53/52) 367      37.5    8.0     2       25     10               HT      WT       ARM      HAND          WING     40-YD 20-YD 10-YD         VJ        BJ        SS     3C         BP COMBINE      6003    230      31 1/4   09 3/8        75 1/8   -     -     -             -         -         -      -          16   (no workout – ankle) PRO DAY                                                       4.87  2.76  1.75          32 1/2    09’04”    4.28   7.06       -    (stood on Combine bench)  ",13,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,113,11.5,3,0,5,3,31.25,9.375,75.125,.,.,.,.,.,.,.,16,2019,.,.,.,.,"EdwaTJ02"
